Time(ms),Main(mA),Main Voltage(V),
0.032525062561035156,3.9201305894136826,3.892,
0.032820940017700195,4.118384606823669,3.89075,
0.03304123878479004,4.007837435825474,3.8915,
0.03323006629943848,3.9676384645534024,3.8905000000000003,
0.03343796730041504,3.9475389789173674,3.89,
0.03364300727844238,4.130261575608599,3.89325,
0.03386330604553223,4.47012560545429,3.89125,
0.03404116630554199,4.133916027542424,3.8915,
0.03426814079284668,3.9466253659339112,3.89,
0.034449100494384766,3.818719548250049,3.8890000000000002,
0.03463029861450195,4.019714404610404,3.8890000000000002,
0.03481125831604004,4.258167393292461,3.89175,
0.03498697280883789,4.168633320913758,3.88925,
0.03516530990600586,3.8570912935552077,3.89075,
0.03534221649169922,3.8963766518438225,3.89225,
0.03556108474731445,3.9712929164872275,3.8890000000000002,
0.035738229751586914,4.374196242191394,3.89075,
0.0359501838684082,4.692133560434136,3.89075,
0.036125898361206055,3.9539342698015605,3.88925,
0.03630995750427246,4.015146339693123,3.8915,
0.03653311729431152,3.836078194935716,3.88875,
0.036710262298583984,4.418963278380745,3.891,
0.03693413734436035,3.8223740001838737,3.89075,
0.03711104393005371,4.159497191079196,3.88925,
0.03733205795288086,3.701777086367661,3.89175,
0.037566184997558594,4.197868936384355,3.89,
0.03774428367614746,4.330342818985498,3.88875,
0.03792095184326172,3.84704155073719,3.8895,
0.03814291954040527,4.108334864005651,3.8925,
0.038320064544677734,4.09188983030344,3.89175,
0.03854012489318848,4.004182983891649,3.89,
0.03872108459472656,4.267303523127023,3.8897500000000003,
0.03889822959899902,3.904599168694928,3.89175,
0.03915214538574219,3.887240522009261,3.88875,
0.03933000564575195,3.975860981404508,3.892,
0.03951001167297363,3.9987013059909122,3.8897500000000003,
0.0396883487701416,4.44637166788443,3.8895,
0.039891958236694336,3.9201305894136826,3.89125,
0.04131603240966797,3.800447288580926,3.8885,
0.04153800010681152,4.069049505717037,3.8905000000000003,
0.04153800010681152,4.164065255996476,3.89275,
0.04153800010681152,4.737814209606944,3.891,
0.04187798500061035,3.9493662048842797,3.8925,
0.04187798500061035,3.9237850413475073,3.89075,
0.04187798500061035,4.001442144941281,3.8905000000000003,
0.04216718673706055,4.167719707930301,3.8875,
0.04216718673706055,4.015146339693123,3.8890000000000002,
0.04216718673706055,4.036159438312615,3.89125,
0.04233908653259277,3.8223740001838737,3.89025,
0.04233908653259277,4.207918679202372,3.89,
0.042572021484375,4.058999762899019,3.8915,
0.04274106025695801,4.501188446891799,3.8885,
0.0429081916809082,3.8260284521176984,3.8890000000000002,
0.043073177337646484,4.17046054688067,3.8890000000000002,
0.04328012466430664,3.8333373559853476,3.89125,
0.0434870719909668,3.8735363272574186,3.891,
0.04369926452636719,4.7323325317062075,3.88925,
0.043905019760131836,3.7913111587463644,3.8885,
0.04411125183105469,4.119298219807125,3.8885,
0.04432320594787598,3.8196331612335053,3.89125,
0.04452919960021973,4.0032693709081935,3.891,
0.04469132423400879,4.406172696612359,3.887,
0.04488229751586914,4.232586229755689,3.8925,
0.04509425163269043,4.033418599362246,3.8915,
0.045300960540771484,4.131175188592055,3.891,
0.045507192611694336,3.8022745145478383,3.89125,
0.04567599296569824,4.315725011250199,3.8875,
0.0458831787109375,3.8954630388603664,3.89075,
0.04609417915344238,3.9767745943879644,3.89,
0.04630112648010254,4.062654214832843,3.89325,
0.04650712013244629,4.09188983030344,3.89125,
0.04671907424926758,4.444544441917517,3.88925,
0.04692506790161133,3.540067588295921,3.88775,
0.0470881462097168,4.258167393292461,3.8895,
0.047300100326538086,3.8443007117868215,3.891,
0.047507286071777344,4.2225364869376705,3.8915,
0.04768013954162598,4.315725011250199,3.891,
0.04788827896118164,3.759334704325399,3.88925,
0.0480959415435791,4.268217136110478,3.894,
0.04830002784729004,3.6990362474172924,3.89,
0.0485072135925293,3.9493662048842797,3.88775,
0.048719167709350586,4.3961229537943405,3.88875,
0.048925161361694336,4.024282469527685,3.89,
0.04913210868835449,3.8790180051581555,3.888,
0.04934406280517578,4.333083657935866,3.8915,
0.04955005645751953,3.9585023347188413,3.88675,
0.049712181091308594,4.4573350236859035,3.8935,
0.04992508888244629,4.133916027542424,3.89075,
0.050132036209106445,3.801360901564382,3.8897500000000003,
0.05030012130737305,3.9712929164872275,3.8897500000000003,
0.0505070686340332,3.9548478827850166,3.891,
0.05071902275085449,4.4975339949579745,3.8905000000000003,
0.05095219612121582,3.813237870349312,3.8895,
0.05116009712219238,4.413481600480008,3.88825,
0.051345109939575195,3.772125286093785,3.8890000000000002,
0.05151724815368652,3.955761495768473,3.89175,
0.05168318748474121,4.499361220924887,3.8915,
0.05189013481140137,4.227104551854952,3.8885,
0.05209708213806152,3.6716278579136077,3.8915,
0.05230307579040527,4.373282629207937,3.8885,
0.05252718925476074,3.9667248515699467,3.8945000000000003,
0.05270719528198242,4.573363872584836,3.888,
0.05308413505554199,4.15127467422809,3.89225,
0.05332827568054199,15.799840213294102,3.891,
0.05355119705200195,7.054736735651761,3.888,
0.05377817153930664,7.970176945074829,3.88925,
0.05377817153930664,8.464441569124613,3.8895,
0.05401015281677246,7.894347067447969,3.89025,
0.054235219955444336,8.123663926295464,3.89025,
0.05445599555969238,7.9582999762899,3.8890000000000002,
0.05467534065246582,7.634880980146421,3.88825,
0.054891109466552734,13.815472813227329,3.8895,
0.05514812469482422,30.183763024827858,3.8890000000000002,
0.05535411834716797,14.732740248617311,3.8885,
0.05560922622680664,17.157469106709957,3.8857500000000003,
0.05560922622680664,30.202948897480436,3.8865000000000003,
0.05582308769226074,37.876384345528706,3.88775,
0.05609011650085449,16.22558386358467,3.88775,
0.05630302429199219,18.555296971397876,3.8815,
0.05651211738586426,41.67427351775596,3.8857500000000003,
0.0567021369934082,50.02926425146252,3.886,
0.05692696571350098,52.39734910458088,3.88625,
0.05711007118225098,55.25056245191446,3.88875,
0.05728507041931152,54.91252564803568,3.8875,
0.057456254959106445,53.4096322902503,3.88475,
0.05767011642456055,42.02875535533694,3.88875,
0.05783700942993164,22.448201893904564,3.88525,
0.05803704261779785,34.17899260148164,3.88775,
0.05822324752807617,29.043574021474566,3.891,
0.058416128158569336,12.80410324054136,3.89125,
0.05858421325683594,4.178683063731775,3.89125,
0.05875110626220703,4.414395213463464,3.8915,
0.05891823768615723,3.8671410363732255,3.8897500000000003,
0.05908608436584473,3.8799316181416117,3.89,
0.05930209159851074,4.309329720366006,3.8905000000000003,
0.05951118469238281,4.116557380856757,3.8897500000000003,
0.059721946716308594,4.386986823959779,3.8905000000000003,
0.059931278228759766,3.969465690520315,3.8905000000000003,
0.06013894081115723,3.8844996830588925,3.8885,
0.060349225997924805,3.9987013059909122,3.89075,
0.060513973236083984,3.6707142449301515,3.89225,
0.060723304748535156,4.704010529219066,3.89225,
0.060888051986694336,4.3184658502005675,3.8895,
0.061096906661987305,3.7575074783584865,3.89125,
0.06130409240722656,4.097371508204177,3.88775,
0.06155514717102051,3.915562524496402,3.89175,
0.061721086502075195,4.303848042465269,3.89075,
0.061929941177368164,4.098285121187633,3.8895,
0.06213808059692383,3.911908072562577,3.88825,
0.06230306625366211,3.782175028911803,3.892,
0.06251120567321777,4.0489500200810005,3.89075,
0.06272196769714355,4.356837595505726,3.88875,
0.06293129920959473,3.893635812893454,3.8915,
0.06314420700073242,3.9548478827850166,3.8905000000000003,
0.06331014633178711,3.9676384645534024,3.88825,
0.06351804733276367,4.192387258483618,3.89025,
0.06372714042663574,4.2810077178788655,3.89275,
0.0639350414276123,3.9484525919008235,3.8935,
